20240129120001 ,0.05,1018.22,30.57,50.31,56848.09,651.11
20240129121001 ,0.11,1018,32.58,45.36,47205.52,450.41
20240129122001 ,0.01,1017.64,32.72,43.75,43388.78,382.83
20240129123001 ,0,1017.36,32.19,44.81,75513.67,1050.7
20240129124001 ,0.14,1017.23,35.08,40.85,104395.92,1534.86
20240129125001 ,0.2,1017.09,37.42,35.76,100682.5,1532.26
20240129130001 ,0.21,1016.8,38.77,33.14,107899.11,1597.43
20240129131001 ,0.29,1016.58,37.98,33.12,92687.48,1462.64
20240129132001 ,0.13,1016.38,37.14,34.1,107203.35,1648.88
20240129133001 ,0.46,1016.12,38.14,32.7,84974.02,1308.2
20240129134001 ,0.24,1016.09,37.1,33.72,62039.98,822.98
20240129135001 ,0.34,1015.93,35.44,35.96,75278.28,1120.97
20240129140001 ,0.03,1015.79,33.51,38.78,39063.94,325.87
20240129141001 ,0.15,1015.72,32.13,41.73,34180.99,254.09
20240129142001 ,0.05,1015.72,30.8,43.94,27063.5,154.66
20240129143001 ,0.05,1015.58,29.55,47.63,24766.75,129.4
20240129144001 ,0.09,1015.38,29.01,49.64,23396.34,114.59
20240129145001 ,0.02,1015.38,28.59,50.7,20813.17,91
20240129150001 ,0,1015.35,28.47,51.91,21066.75,92.96
20240129151001 ,0.02,1015.28,28.6,51.6,19852.33,83.51
20240129152001 ,0.07,1015.26,28.07,52.69,16134.67,54.72
20240129153001 ,0.03,1015.17,27.28,54.64,15101.42,47.92
20240129154001 ,0.02,1015.2,26.42,56.75,12300.33,32.27
20240129155001 ,0,1015.06,25.95,58.49,10477.5,23.68
20240129160001 ,0.02,1015.18,25.59,59.48,7550.92,12.56
20240129161001 ,0,1015.28,24.81,61.73,5478.08,6.58
20240129162001 ,0,1015.36,24.07,64.33,4119,3.88
20240129163001 ,0,1015.47,23.37,67.82,3936.75,3.67
20240129164001 ,0,1015.61,22.84,70.42,3445.25,2.84
20240129165001 ,0,1015.67,22.44,71.57,2667.83,1.8
20240217090001 ,0,1013.69,34.85,70.08,76441.22,1082.56
20240217091001 ,0,1013.63,33.72,60.59,33843.18,245.71
20240217092001 ,0,1013.6,32.74,63.03,95213.23,1549.47
20240217093001 ,0,1013.49,36.67,53.43,93732.19,1494.25
20240217094001 ,0,1013.38,36.91,49.17,60697.57,914.92
20240217095001 ,0,1013.3,36.47,49.4,106725.92,1739.12
20240217100001 ,0,1013.25,39.13,43.98,108472.85,1754.52
20240217101001 ,0,1013.16,39.52,41.33,112245.02,1768.32
20240217102001 ,0,1013.08,39.99,39.68,115597.81,1788.33
20240217103001 ,0,1012.95,41.36,37.23,110578.43,1686.53
20240217104001 ,0,1012.8,42.05,35.67,106273.11,1658.92
20240217105001 ,0,1012.64,41.26,35.29,110197.67,1714.68
20240217110001 ,0,1012.55,41.7,34.73,115509.59,1811.92
20240217111001 ,0.02,1012.37,43.36,32.51,117758.2,1883.89
20240217112001 ,0,1012.16,40.64,34.2,106293.96,1717.99
20240217113001 ,0,1012.01,39.37,36.07,113664.74,1841.13
20240217114001 ,0.76,1011.83,39.09,36.72,117758.2,1885.04
20240217115001 ,0.9,1011.66,39.14,36.59,115513.36,1850.8
20240217120001 ,0.83,1011.42,40.11,35.56,117758.2,1830.16
20240217121001 ,1.5,1011.24,39.35,35.81,109411.18,1756.08
20240217122001 ,1.87,1011.1,38.29,37,117758.2,1928.55
20240217123001 ,1.99,1011.02,37.39,37.63,65675.15,935.97
20240217124001 ,1.71,1010.99,33.5,43.3,50076.45,612.81
20240217125001 ,1.85,1010.9,32.2,46.67,40284.91,371.5
20240217130001 ,1.78,1010.86,30.57,49.94,69162.12,1058.34
20240217131001 ,2.04,1010.71,33.24,46.27,69936.17,986.79
20240217132001 ,1.73,1010.64,32.49,46.62,38683.96,343.9
20240217133001 ,1.9,1010.56,30.88,50.76,22957.42,122.9
20240217134001 ,1.56,1010.44,28.6,56.2,18363,79.15
20240217135001 ,1.66,1010.32,27.56,60.81,22003.25,109.86
20240217140001 ,1.33,1010.19,27.23,63.12,15246.33,54.11
20240217141001 ,0.75,1010.18,26.48,65.84,12207.42,35.44
20240217142001 ,1.17,1010.15,25.97,68.64,13016.92,41.01
20240217143001 ,0.57,1010.09,25.73,71.1,16011.92,60.89
20240217144001 ,0.63,1010.06,26.06,71.2,17014.42,70.32
20240217145001 ,0.4,1010.03,26.63,69.87,22883,125.02
20240217150001 ,0.44,1009.98,27.51,67.6,22823.42,121.61
20240217151001 ,0.65,1009.96,27.87,66.41,25165.08,149.89
20240217152001 ,0.31,1010,27.85,65.74,19104.58,86.19
20240217153001 ,0.07,1009.96,27.83,65.37,21406.5,110.89
20240217154001 ,0.1,1009.99,28.36,64.29,20212.08,98.95
20240217155001 ,0.04,1010.08,27.86,65.57,15594,58.08
20240217160001 ,0.48,1010.13,27.03,68.33,16002.67,60.88
20240217161001 ,0.09,1010.19,26.39,71.04,12319.17,35.65
20240217162001 ,0.06,1010.23,25.71,75.1,9605.92,21.99
20240217163001 ,0,1010.34,24.94,79.72,7550.58,13.56
20240217164001 ,0,1010.47,24.46,82.44,6278.25,9.46
20240217165001 ,0,1010.52,24.05,85.09,5230,6.99
20240228090001 ,0.19,1014.44,34.48,51.74,81506.05,1205.62
20240228091001 ,0.09,1014.33,35.82,48.78,88782.34,1363.09
20240228092001 ,0.1,1014.24,37.02,44.6,89523.91,1384.72
20240228093001 ,0.12,1014.1,37.65,42.45,92649.93,1501.85
20240228094001 ,0.15,1013.97,38.22,40.25,94712.56,1554.88
20240228095001 ,0.62,1013.88,38.76,38.7,96403.02,1595.6
20240228100001 ,0.72,1013.69,38.5,37.59,100535.87,1681.97
20240228101001 ,0.76,1013.51,38.45,37.67,102836.94,1689.74
20240228102001 ,0.47,1013.34,38.18,37.17,106026.22,1738.69
20240228103001 ,0.49,1013.2,38.8,36.86,106818.64,1735.25
20240228104001 ,0.36,1013.03,38.69,36.24,107909.88,1762.89
20240228105001 ,0.32,1012.88,38.63,36.58,95596.27,1601.55
20240228110001 ,0.76,1012.72,38.57,36.08,110984.38,1808.01
20240228111001 ,0.84,1012.46,38.78,36.04,115624.59,1828.57
20240228112001 ,0.75,1012.15,40.68,34.1,102433.01,1515.61
20240228113001 ,0.52,1012.01,39.75,33.51,99721.53,1553.08
20240228114001 ,1.22,1011.73,40.13,33.95,111841.63,1733.43
20240228115001 ,1.25,1011.56,39.69,33.95,117758.2,1869.46
20240228120001 ,1.69,1011.36,39.13,34.48,99007.81,1575.79
20240228121001 ,2.27,1011.17,37.96,35.89,116002.65,1878.61
20240228122001 ,1.54,1010.95,38.05,35.95,88455.6,1352.61
20240228123001 ,0.53,1010.8,36.79,37.45,70328.93,1003.11
20240228124001 ,0.38,1010.63,36.72,38.12,39879.68,359.29
20240228125001 ,0.57,1010.47,35.22,40.06,29115.25,200.9
20240228130001 ,0.86,1010.38,32.6,44.03,21280,110.86
20240228131001 ,0.64,1010.11,31.4,47.15,20220,100.3
20240228132001 ,0.9,1009.96,30.36,49.73,15944.08,60.66
20240228133001 ,1.58,1009.92,28.55,54.05,14534.92,51.6
20240228134001 ,1.22,1009.76,27.81,57.52,25855.17,149.94
20240228135001 ,1.42,1009.62,28.36,57.64,24260.67,134.05
20240228140001 ,0.94,1009.49,28.23,58.02,21836.33,108.34
20240228141001 ,0.63,1009.43,28.21,58.53,17719.5,73.12
20240228142001 ,0.83,1009.38,27.62,59.65,11802.42,33.94
20240228143001 ,0.45,1009.32,26.75,62.09,8948.42,19.51
20240228144001 ,0.23,1009.19,26.06,64.25,8037.5,16.59
20240228145001 ,0.45,1009.08,25.73,65.64,8846.92,20.23
20240228150001 ,0.03,1009.06,25.5,66.75,8111.92,17.06
20240228151001 ,0.12,1009.11,25.31,67.96,7029.08,12.52
20240228152001 ,0.21,1009.14,25.01,69.18,6122.42,9.31
20240228153001 ,0.43,1009.2,24.43,71.35,3970.58,3.97
20240228154001 ,0.73,1009.25,23.65,74.48,2436.67,1.56
20240228155001 ,0.22,1009.43,23.05,77.46,1630.5,0.72
20240228160001 ,0.08,1009.49,22.75,79.92,1458.75,0.56
20240228161001 ,0.38,1009.62,22.49,82.44,1516.42,0.61
20240228162001 ,0.23,1009.78,22.34,84.91,1427.33,0.54
20240228163001 ,0,1009.97,22.16,89.13,1357.42,0.53
20240228164001 ,0.02,1010.18,21.65,98.34,1601.42,0.74
20240228165001 ,0.08,1010.31,21.14,100,1344.92,0.58
20240317090001 ,0.38,1012.8,37.03,47.03,74103.12,1194
20240317091001 ,0.35,1012.7,37.83,44.61,81069.43,1309.81
20240317092001 ,0.26,1012.63,38.96,42.3,85345.99,1393.07
20240317093001 ,0.32,1012.61,40.28,39.51,87995.66,1463.24
20240317094001 ,0.2,1012.53,40.99,37.67,90336.29,1517.49
20240317095001 ,0.23,1012.36,42.28,35.49,91587.8,1557.77
20240317100001 ,0.25,1012.23,42.98,33.93,94637.45,1585.41
20240317101001 ,0.07,1012.04,43.82,33.33,98479.89,1598.98
20240317102001 ,0.03,1011.94,45.29,31.82,99812.63,1607.74
20240317103001 ,0.15,1011.68,45.9,30.84,98167.95,1630.89
20240317104001 ,0.17,1011.48,46.18,30.32,100877.99,1654.16
20240317105001 ,0.16,1011.26,45.86,30.31,101382.2,1678.74
20240317110001 ,0.34,1011.09,45.44,30.47,102595.17,1721.96
20240317111001 ,0.2,1010.91,45.56,30.31,106822.95,1744.47
20240317112001 ,0.09,1010.73,46.81,29.02,97945.85,1568.02
20240317113001 ,0.27,1010.49,46.44,29.35,86544.5,1427.01
20240317114001 ,0.46,1010.29,43.64,32.71,89384.82,1472.7
20240317115001 ,0.33,1010.14,41,35.79,51315.79,625.72
20240317120001 ,0.31,1009.97,38.37,39.77,67519.91,969.94
20240317121001 ,0.38,1009.82,38.79,39.42,45515.13,477.38
20240317122001 ,0.2,1009.7,36.9,42.38,26533.5,176.53
20240317123001 ,0.26,1009.63,34.27,47.66,24993.98,156.76
20240317124001 ,0.29,1009.46,33.63,50.35,30827.08,235.4
20240317125001 ,0.37,1009.31,33.6,51.12,27051.75,185.69
20240317130001 ,0.22,1009.22,33.22,51.31,21325.17,118.75
20240317131001 ,0.32,1009.15,32.78,52.92,22118.08,129.23
20240317132001 ,0.27,1008.99,32.67,54.24,24615.34,153.21
20240317133001 ,0.2,1008.91,32.79,54.49,22902.17,133.89
20240317134001 ,0.12,1008.8,32.95,54.74,27230.58,187.09
20240317135001 ,0.21,1008.74,33.5,53.88,31321,244.89
20240317140001 ,0.18,1008.66,32.9,54.66,24994.75,154.43
20240317141001 ,0.18,1008.58,32.53,56.11,21932.04,116.78
20240317142001 ,0.24,1008.46,31.88,57.82,18673.89,85.93
20240317143001 ,0.14,1008.36,30.99,60.29,15043.79,55.96
20240317144001 ,0.13,1008.31,30.47,62.44,15410.93,58.35
20240317145001 ,0.04,1008.3,30.57,62.51,11667.5,34.76
20240317150001 ,0,1008.34,30.31,62.84,9866.75,24.77
20240317151001 ,0.13,1008.4,29.8,64.63,8322.08,17.99
20240317152001 ,0.1,1008.48,29.12,68.12,6427.67,11.36
20240317153001 ,0.03,1008.53,28.48,71.12,5782.75,9.79
20240317154001 ,0,1008.45,28.44,72.91,8438.8,19.66
20240317155001 ,0.07,1008.46,28.49,73.68,10032.58,26
20240317160001 ,0.16,1008.49,28.44,73.95,8756.42,19.56
20240317161001 ,0.11,1008.58,28.15,74.93,7810,16.1
20240317162001 ,0.02,1008.57,28.01,76.15,7557.25,14.88
20240317163001 ,0.07,1008.57,27.98,76.87,6920.42,12.6
20240317164001 ,0.02,1008.58,27.85,77.52,5134.08,7.35
20240317165001 ,0.03,1008.69,27.38,78.81,4004.17,4.26
20240422090001 ,0,1004.55,49.87,30.72,73459.64,1155.6
20240422091001 ,0.21,1004.57,50.68,29.12,70983.93,1144.34
20240422092001 ,0.07,1004.61,49.88,29.39,67971.11,1089.74
20240422093001 ,0.68,1004.58,49.15,30.22,64261.1,981.61
20240422094001 ,0.25,1004.55,48.54,30.99,63543.79,942.8
20240422095001 ,0.81,1004.53,47.2,32.15,50195.7,633.47
20240422100001 ,0.03,1004.36,46.08,33.99,44085.42,519.56
20240422101001 ,0.41,1004.31,44.45,36.12,30515.11,250.46
20240422102001 ,0.02,1004.28,42.26,39.62,31607.83,275
20240422103001 ,0.51,1004.35,42.72,39.54,43450.85,525.6
20240422104001 ,0.04,1004.29,43,39.13,37511.37,383.58
20240422105001 ,0.04,1004.16,41.69,40.99,35858.84,352.81
20240422110001 ,0.16,1003.95,41.42,42.7,64995.84,1066.88
20240422111001 ,0,1003.94,42.66,40.89,71531.8,1212.38
20240422112001 ,0.02,1003.91,42.81,39.86,62124.26,930.45
20240422113001 ,0.79,1003.73,43.41,39.6,91498.85,1505.18
20240422114001 ,0.02,1003.56,45.18,36.71,97112.29,1552.26
20240422115001 ,0,1003.44,45.24,35.81,84313.86,1354.06
20240422120001 ,0,1003.27,44.45,37.32,52352.89,696.12
20240422121001 ,0.42,1003.15,41.76,40.96,45392.15,522.07
20240422122001 ,0,1002.82,40.27,44.2,50183.59,657.2
20240422123001 ,0,1002.62,40.64,44.89,85866.01,1490.63
20240422124001 ,0,1002.51,42.2,42.5,51015.36,666.33
20240422125001 ,0.38,1002.47,40.71,44.3,50805.19,687.84
20240422130001 ,0,1002.37,40.17,45.57,42283,480.13
20240422131001 ,0.39,1002.12,39.28,47.38,34993.41,317.06
20240422132001 ,0.49,1002.05,38.4,49.99,34660.35,327.32
20240422133001 ,0.17,1002.07,37.62,52.28,33437.31,298.12
20240422134001 ,0.09,1002.08,36.73,54.3,27722.58,206.82
20240422135001 ,0.29,1002,36.92,55.18,38112.14,411.67
20240422140001 ,0,1002.02,37.82,53.37,29044.67,230.67
20240422141001 ,0,1001.89,37.55,53.28,27133.25,200.68
20240422142001 ,0,1001.69,37.51,52.92,33356.35,329.17
20240422143001 ,0,1001.34,38.1,51.56,32876.44,297.33
20240422144001 ,0,1001.35,38,52.4,27076.22,226.39
20240422145001 ,0,1001.48,36.32,54.86,13371.17,49.16
20240422150001 ,0,1001.33,34.43,63.23,11285.58,35.56
20240422151001 ,0,1001.42,31.56,75.09,7777.78,16.94
20240422152001 ,0,1001.53,30.63,80.56,5755.92,9.88
20240422153001 ,0,1001.55,29.77,91.27,6848.5,12.49
20240422154001 ,0,1001.63,28.49,100,8458.15,20.85
20240422155001 ,0.06,1001.35,28.41,100,13848.83,53.31
20240422160001 ,0,1001.39,28.84,100,11334.33,33.72
20240422161001 ,0,1001.41,28.88,100,7256.33,14.54
20240422162001 ,0,1001.57,28.66,100,4410.21,5.49
20240422163001 ,0,1001.62,28.19,100,3171.04,2.87
20240422164001 ,0,1001.64,27.3,100,5260.74,8.27
20240422165001 ,0,1001.73,26.7,100,5038.17,8.24
20240625090001 ,0,1002.9,33.46,86.5,1903.17,0.48
20240625091001 ,0,1007.48,31.25,82.24,4399.75,5.72
20240625092001 ,0,1007.37,31.55,77.5,4413.06,5.82
20240625093001 ,0,1007.25,31.94,72.91,4508.83,6.01
20240625094001 ,0,1007.15,32.22,69.87,4726.67,6.4
20240625095001 ,0,1007.08,32.46,67.4,4603.33,6.09
20240625100001 ,0,1007.06,32.61,68.82,4381.5,5.41
20240625101001 ,0,1006.96,32.89,70.54,4563.92,5.88
20240625102001 ,0,1006.92,33.02,70.44,4635.08,5.96
20240625103001 ,0,1006.89,33.23,70.63,5143.58,7.15
20240625104001 ,0,1006.84,33.48,70.19,5242.17,7.07
20240625105001 ,0,1006.78,33.68,69.94,5808.66,8.34
20240625110001 ,0,1006.77,33.79,69.01,7742.67,14.73
20240625111001 ,0,1006.77,33.79,69.01,7742.67,14.73
20240625112001 ,0,1006.77,33.79,69.01,7742.67,14.73
20240625113001 ,0,1006.77,33.79,69.01,7742.67,14.73
20240625114001 ,0,1006.77,33.79,69.01,7742.67,14.73
20240625115001 ,0,1006.77,33.79,69.01,7742.67,14.73
20240625120001 ,0,1006.77,33.79,69.01,7742.67,14.73
20240625121001 ,0,1006.77,33.79,69.01,7742.67,14.73
20240625122001 ,0,1006.77,33.79,69.01,7742.67,14.73
20240625123001 ,0,1006.77,33.79,69.01,7742.67,14.73
20240625124001 ,0,1006.77,33.79,69.01,7742.67,14.73
20240625125001 ,0,1006.77,33.79,69.01,7742.67,14.73
20240625130001 ,0,1006.77,33.79,69.01,7742.67,14.73
20240625131001 ,0,1006.77,33.79,69.01,7742.67,14.73
20240625132001 ,0,1006.77,33.79,69.01,7742.67,14.73
20240625133001 ,0,1006.77,33.79,69.01,7742.67,14.73
20240625134001 ,0,1006.77,33.79,69.01,7742.67,14.73
20240625135001 ,0,1006.77,33.79,69.01,7742.67,14.73
20240625140001 ,0,1006.77,33.79,69.01,7742.67,14.73
20240625141001 ,0,1005.52,40.96,45.33,61905.4,884.9
20240625142001 ,0,1005.53,41.69,43.29,65924.11,1047.73
20240625143001 ,0,1005.49,40.92,45.17,23700.09,326.58
20240625144001 ,0,1005.3,37.08,57.11,14348.5,54.12
20240625145001 ,0,1005.21,36.04,63.56,14428.75,53.22
20240625150001 ,0,1005.19,35.36,66.84,10824.33,27.38
20240625151001 ,0,1005.09,35.21,68.66,8171.2,16.08
20240625152001 ,0,1005,34.91,69.85,7967.42,16.71
20240625153001 ,0,1004.88,34.7,70.97,7246.33,13.79
20240625154001 ,0,1004.75,34.22,72.7,7397.17,13.54
20240625155001 ,0,1004.87,34.17,74.08,6222.75,9.57
20240625160001 ,0,1004.93,34.3,74.44,6022.58,9.23
20240625161001 ,0,1004.97,34.23,74.17,5208.5,6.53
20240625162001 ,0,1005.16,34.04,73.82,4293.17,3.8
20240625163001 ,0,1005.19,33.57,76.62,2930.58,1.4
20240625164001 ,0,1005.15,33.81,73.5,5806.75,8.03
20240625165001 ,0,1005.12,33.84,73.4,3815.25,3.22
20240208090002 ,2.68,1007.77,21.64,94.99,8312.17,16.57
20240208091002 ,2.68,1007.77,21.64,94.99,8312.17,16.57
20240208092002 ,2.68,1007.77,21.64,94.99,8312.17,16.57
20240208093002 ,2.68,1007.77,21.64,94.99,8312.17,16.57
20240208094002 ,2.68,1007.77,21.64,94.99,8312.17,16.57
20240208095002 ,2.68,1007.77,21.64,94.99,8312.17,16.57
20240208100002 ,2.68,1007.77,21.64,94.99,8312.17,16.57
20240208101002 ,2.68,1007.77,21.64,94.99,8312.17,16.57
20240208102002 ,2.68,1007.77,21.64,94.99,8312.17,16.57
20240208103002 ,2.68,1007.77,21.64,94.99,8312.17,16.57
20240208104002 ,2.68,1007.77,21.64,94.99,8312.17,16.57
20240208105002 ,2.68,1007.77,21.64,94.99,8312.17,16.57
20240208110002 ,2.68,1007.77,21.64,94.99,8312.17,16.57
20240208111002 ,2.68,1007.77,21.64,94.99,8312.17,16.57
20240208112002 ,2.68,1007.77,21.64,94.99,8312.17,16.57
20240208113002 ,2.68,1007.77,21.64,94.99,8312.17,16.57
20240208114002 ,2.68,1007.77,21.64,94.99,8312.17,16.57
20240208115002 ,2.68,1007.77,21.64,94.99,8312.17,16.57
20240208120002 ,2.68,1007.77,21.64,94.99,8312.17,16.57
20240208121002 ,2.68,1007.77,21.64,94.99,8312.17,16.57
20240208122002 ,2.68,1007.77,21.64,94.99,8312.17,16.57
20240208123002 ,2.68,1007.77,21.64,94.99,8312.17,16.57
20240208124002 ,2.68,1007.77,21.64,94.99,8312.17,16.57
20240208125002 ,2.68,1007.77,21.64,94.99,8312.17,16.57
20240208130002 ,0.79,1010.77,22.02,100,30281.92,216.63
20240208131002 ,0.3,1010.58,21.71,100,33741,261.98
20240208132002 ,0.46,1010.38,22.36,100,33877.76,263.49
20240208133002 ,0.19,1010.23,23.46,100,60941.14,879.73
20240208134002 ,1.18,1010.07,26.94,100,86516.83,1514.75
20240208135002 ,0.98,1009.86,28.05,100,58408.87,866.97
20240208140002 ,0.16,1009.86,28.41,99.8,46360.23,609.68
20240208141002 ,0.92,1009.8,27.7,90.66,35414.6,311.34
20240208142002 ,0.95,1009.86,25.82,85.48,30982.5,224.46
20240208143002 ,0.69,1009.77,25.56,90.3,21143.67,115.97
