Serial,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
20240100000000 ,0.16,1015.69,17.44,93.07,368.67,0.06
20240100000000 ,0.26,1012.62,23.43,77.24,27053.08,158.7
20240100000000 ,0.5,1012.58,24.96,71.15,62447.72,1029.72
20240100000000 ,0.36,1012.39,28.51,58.7,60496.41,882.33
20240100000000 ,0.56,1012.34,28.97,55,56866.24,781.44
20240100000000 ,0.19,1012.29,30.12,54.29,89005.5,1430.35
20240100000000 ,0.49,1012.14,33.26,45.19,71760,1030.75
20240100000000 ,0.22,1012.01,33.13,44.45,58968.46,721.26
20240100000000 ,0.21,1011.92,32.12,45.62,73779.69,1056.06
20240100000000 ,0.49,1011.75,34.41,41.31,103910.2,1704.66
20240100000000 ,0.31,1011.65,36.03,38.21,85941.83,1370.82
20240100000000 ,0.23,1011.6,37.98,35.29,103057.61,1598.03
20240100000000 ,1.15,1011.45,37.61,34.42,48948.67,520.26
20240100000000 ,0.32,1011.31,35.62,37.43,49706.23,533.71
20240100000000 ,0.8,1011.23,35.11,38.05,46459.28,463.55
20240100000000 ,0.38,1011.21,33.63,40.73,36716.87,295.84
20240100000000 ,0,1011.14,30.83,47.04,25478.75,149.17
20240100000000 ,0.81,1011.06,28.52,53.43,23165.25,116.22
20240100000000 ,0.96,1010.94,27.2,57.9,18032.75,70.75
20240100000000 ,0.67,1010.84,25.68,63.04,14209.92,44.42
20240100000000 ,0.72,1010.77,24.74,66.98,12200,33.39
20240100000000 ,0.48,1010.67,23.59,71.64,11248.25,27.95
20240100000000 ,0,1010.53,22.67,76.32,10324.5,23.36
20240100000000 ,1.2,1010.56,22.18,79.55,9463.33,19.22
20240100000000 ,0.21,1010.52,21.71,81.1,6845.5,10.22
20240100000000 ,1.15,1010.46,21.31,83.55,4715.34,4.92
20240100000000 ,0.46,1010.44,21.05,84.57,5141.63,5.86
20240100000000 ,0,1010.44,20.82,84.07,5410.42,6.28
20240100000000 ,1.06,1010.5,20.55,84.74,3648.08,2.96
20240100000000 ,0.22,1010.57,20.21,86.1,4573.33,4.49
20240100000000 ,2.19,1010.61,20,87.58,5202.83,5.93
20240100000000 ,1.13,1010.66,19.96,87.86,6338.75,8.69
20240100000000 ,0,1010.8,19.6,89.45,5172.42,6.3
20240100000000 ,0,1010.81,19.35,89.87,6848.75,10.75
20240100000000 ,0.31,1010.85,19.35,86.97,5038.83,5.72
20240100000000 ,0,1011.01,19.22,87.61,4456,4.66
20240100000000 ,0,1011.06,19.09,87.6,4097.42,4.04
20240100000000 ,0,1011.14,19.09,86.13,3497.33,2.93
20240100000000 ,0,1011.27,19,86.57,2998.5,2.14
20240100000000 ,0,1011.43,18.8,88.49,2011.92,1.02
20240100000000 ,0,1011.57,18.7,88,1997.92,1
20240100000000 ,0,1011.76,18.62,87.36,1356.92,0.49
20240100000000 ,0,1011.92,18.51,87.75,1372.67,0.52
20240100000000 ,0,1012.12,18.47,88.2,957.83,0.26
20240100000000 ,0,1012.3,18.25,88.96,669.42,0.14
20240100000000 ,0,1012.43,18.15,88.8,478.25,0.08
20240100000000 ,0,1012.66,18.02,89.72,367.42,0.06
20240100000000 ,0,1012.82,17.81,89.19,261.25,0.03
20240100000000 ,0,1013.03,17.71,89.97,186.42,0.02
20240100000000 ,0,1017.35,17.66,86.06,10590,25.63
20240100000000 ,0,1017.36,17.84,84.15,11364.92,29.53
20240100000000 ,0,1017.32,18.16,80.32,12011.75,32.91
20240100000000 ,0,1017.3,18.28,80.31,12240.33,34.16
20240100000000 ,0,1017.25,18.73,80,13402.42,41.42
20240100000000 ,0,1017.08,19.18,77.97,15764.75,57.31
20240100000000 ,0,1016.95,19.88,75.4,18355.58,76.9
20240100000000 ,0,1016.81,20.56,73.03,20712.42,97.83
20240100000000 ,0,1016.64,21.37,70.07,22851.42,117.99
20240100000000 ,0,1016.54,22.24,65.76,25700.67,147.2
20240100000000 ,0,1016.39,23.24,62.42,29497.58,193.33
20240100000000 ,0.5,1016.23,24.47,57.28,33309.41,247.84
20240100000000 ,0.6,1016.04,25.91,54.3,43835.63,425.07
20240100000000 ,1.3,1015.78,28.45,48.67,49166.45,529.18
20240100000000 ,0.96,1015.61,30.33,43.26,51994.55,601.08
20240100000000 ,0.99,1015.39,31.91,38.31,74543.72,1109.46
20240100000000 ,2.3,1015.09,33.8,33.23,73197.14,1080.19
20240100000000 ,4.49,1014.82,32.79,33.15,70196.72,1035.38
20240100000000 ,4.22,1014.63,31.86,33.63,60935.98,821.69
20240100000000 ,2.77,1014.45,30.95,34.51,85285.8,1381.83
20240100000000 ,3.51,1014.26,31.04,34.37,48102.52,522.7
20240100000000 ,3.55,1014.04,30.04,35.72,62282.56,887.83
20240100000000 ,3.56,1013.86,28.22,38.13,35363.83,296.63
20240100000000 ,3.71,1013.67,26.52,41.53,35890.83,360.93
20240100000000 ,3.33,1013.49,26.3,42.56,47234.28,539.44
20240100000000 ,3.89,1013.49,26.97,41.93,38806.2,346.62
20240100000000 ,4.16,1013.48,25.77,43.85,30748.92,224.31
20240100000000 ,3.63,1013.47,25.39,45.49,31456.92,228.43
20240100000000 ,3.5,1013.5,25.04,47.07,22098.92,119.38
20240100000000 ,3.77,1013.49,23.4,51.47,13436.25,48.05
20240100000000 ,3.85,1013.48,22.47,53.59,8502.42,20.29
20240100000000 ,4.17,1013.45,21.61,56.2,6417.25,11.9
20240100000000 ,3.66,1013.45,20.93,58.03,4917.42,6.89
20240100000000 ,3.49,1013.39,20.42,59.98,4155.58,4.81
20240100000000 ,3.39,1013.44,20.06,61.79,3771.17,3.91
20240100000000 ,3.21,1013.47,19.72,63,3234.75,2.89
20240100000000 ,3.12,1013.53,19.55,63.94,3109.42,2.64
20240100000000 ,3.13,1013.62,19.36,64.38,3105.5,2.62
20240100000000 ,3.13,1013.68,19.24,64.8,3208.25,2.78
20240100000000 ,3.26,1013.75,19.2,65.82,3489.41,3.28
20240100000000 ,3.45,1013.84,19.2,66.45,3775.25,3.69
20240100000000 ,3.9,1013.95,19.21,66.68,4288.92,4.63
20240100000000 ,4.49,1014.07,19.3,67.02,4503.08,5.09
20240100000000 ,4.22,1014.14,19.37,67.06,3683.61,3.48
20240100000000 ,1.34,1014.25,19.25,67.51,2918.83,2.25
20240100000000 ,0.58,1014.39,19.02,68.53,2238.42,1.35
20240100000000 ,2.18,1014.58,18.78,69.59,1704.33,0.82
20240100000000 ,3.49,1014.76,18.53,70.75,1164.25,0.4
20240100000000 ,0.34,1015.89,28.42,48.55,71229.92,1263.63
20240100000000 ,1.52,1015.82,29.75,44.39,75192.93,1347.49
20240100000000 ,1.24,1015.71,29.25,43.85,81154.42,1444.2
20240100000000 ,1.08,1015.52,29.06,43.9,88249.02,1526.65
20240100000000 ,1.2,1015.36,30.08,42.15,97011.84,1599.92
20240100000000 ,1.67,1015.3,31,39.16,100577.02,1646.26
20240100000000 ,0.38,1015.18,30.55,39.55,100477.11,1672.14
20240100000000 ,0,1015.04,30.49,39.31,98674.85,1705.18
20240100000000 ,0,1014.79,30.26,39.56,99851.26,1732.36
20240100000000 ,0,1014.64,31.24,37.73,100138.04,1747.59
20240100000000 ,0.5,1014.42,32.07,36.74,102384.85,1752.46
20240100000000 ,0,1014.24,33.26,34.66,103176.02,1746.96
20240100000000 ,0.96,1013.96,34.11,33.35,106514.25,1742.86
20240100000000 ,0.49,1013.74,35.1,32.21,108776.34,1732.93
20240100000000 ,1.8,1013.46,35.62,30.51,110148.07,1739.64
20240100000000 ,2.72,1013.22,36.41,29.93,110538.17,1725.62
20240100000000 ,3.01,1012.97,36.58,28.85,108456.31,1731.53
20240100000000 ,4.09,1012.83,36.54,29,107754.1,1732.81
20240100000000 ,3.78,1012.68,36.31,29.12,106218.3,1716.92
20240100000000 ,3.81,1012.53,37.26,28.61,105585.98,1691.31
20240100000000 ,3.72,1012.36,37.89,27.8,103157.15,1677.44
20240100000000 ,3.57,1012.15,38.21,27.7,102600.48,1684.26
20240100000000 ,1.73,1011.94,38.27,27.58,101987.92,1670.43
20240100000000 ,3.9,1011.8,38.62,26.84,100583.3,1675.88
20240100000000 ,3.72,1011.65,37.54,27.54,58472.74,884.26
20240100000000 ,3.67,1011.53,33.08,33.12,38778.4,364.53
20240100000000 ,3.49,1011.44,31.25,36.63,64432.1,1078.6
20240100000000 ,3.62,1011.33,32.67,35.03,65097.93,1026.66
20240100000000 ,3.52,1011.21,31.78,36.37,52010.73,747.61
20240100000000 ,3.65,1011.15,31.5,37.16,28348.77,172.17
20240100000000 ,3.65,1011.12,29.62,39.95,23627.17,121.87
20240100000000 ,2.35,1011.07,28.65,42.32,25174.08,138.99
20240100000000 ,2.84,1011.01,28.53,42.47,25200.58,141.15
20240100000000 ,2.43,1010.96,28.32,43.48,21067,100.29
20240100000000 ,2.68,1011,28.15,44.56,18991.66,82.31
20240100000000 ,1.67,1011.04,27.71,45.85,17186,67.9
20240100000000 ,1.57,1011.07,27.23,47.82,15412.92,54.64
20240100000000 ,1.43,1011.22,26.87,49.24,11038,28.67
20240100000000 ,0,1011.39,25.9,51.86,8493.5,17.28
20240100000000 ,0,1011.51,25.25,53.55,6963.75,11.94
20240100000000 ,0,1011.81,24.35,56.72,5100.92,6.41
20240100000000 ,4.43,1011.91,23.72,58.32,4969.83,6.1
20240100000000 ,4.41,1012.05,23.46,59.59,4456.42,4.92
20240100000000 ,3.16,1012.27,23.28,60.32,3994.75,3.99
20240100000000 ,3.27,1012.18,23.17,60.77,3640.75,3.34
20240100000000 ,3.39,1012.37,22.97,61.71,2927.17,2.19
20240100000000 ,3.51,1012.42,22.62,62.87,2631.42,1.75
20240100000000 ,3.33,1012.39,22.16,63.97,2174,1.23
20240100000000 ,0.05,1018.39,18.67,99.51,2712.33,1.79
20240100000000 ,0,1018.4,18.9,92.09,4026.92,3.77
20240100000000 ,0,1018.51,19.29,89.89,5641.58,7.31
20240100000000 ,0,1018.56,19.69,87.94,5526.83,7.07
20240100000000 ,0,1018.6,19.9,84.14,6299.92,8.94
20240100000000 ,0.1,1018.49,20.06,82.06,8346.92,15.38
20240100000000 ,0.18,1018.38,20.29,79.69,7498.75,12.51
20240100000000 ,0.44,1018.46,20.21,76.75,6205.83,8.45
20240100000000 ,0.85,1018.35,20.08,75.76,7205.5,11.19
20240100000000 ,0.91,1018.31,20.03,74.77,7574.83,12.49
20240100000000 ,0.23,1018.22,20.12,75.04,7743.08,13.09
20240100000000 ,0.5,1018.13,20.41,74.39,8602.75,16.65
20240100000000 ,1.23,1017.94,20.56,72.49,10769.08,25.04
20240100000000 ,0.72,1017.79,20.54,71.89,9593.58,20
20240100000000 ,0.71,1017.59,20.51,71.57,9759.42,20.87
20240100000000 ,1.12,1017.48,20.59,70.95,10495.75,23.68
20240100000000 ,1.7,1017.41,20.37,70.77,8796.33,16.88
20240100000000 ,1.21,1017.26,20.08,71.39,7970.92,14.07
20240100000000 ,1.01,1017.03,20.14,71.25,9658.17,20.41
20240100000000 ,1.04,1016.97,20.23,70.44,9293.08,19.07
20240100000000 ,0.58,1016.89,20.43,70.1,10860.5,26.23
20240100000000 ,0.78,1016.76,20.72,68.43,11282.92,29.09
20240100000000 ,1.23,1016.61,20.99,66.79,13908.5,43.5
20240100000000 ,0.86,1016.56,21.04,66.07,12849.25,37.2
20240100000000 ,1.34,1016.52,20.98,65.39,13507.92,41
20240100000000 ,1.2,1016.5,21.04,65.31,11850.75,31.9
20240100000000 ,1.1,1016.4,20.79,66.56,9357.33,19.62
20240100000000 ,1.25,1016.37,20.34,67.74,8240.92,15.2
20240100000000 ,1.4,1016.33,20,68.79,7226.17,11.48
20240100000000 ,1.38,1016.27,19.7,69.13,7205.08,11.47
20240100000000 ,0.7,1016.09,19.61,70.02,6707.92,10.06
20240100000000 ,1.19,1016.05,19.61,69.85,5860.5,7.76
20240100000000 ,0.94,1016.06,19.44,69.98,5799.83,7.43
20240100000000 ,0.52,1016.06,19.4,70.28,5534.75,6.92
20240100000000 ,0.5,1016.06,19.41,70.27,5425,6.67
20240100000000 ,0.33,1016.08,19.51,70.18,5990.25,8.24
20240100000000 ,0.26,1016.03,19.61,70.01,5843.58,7.98
20240100000000 ,0.04,1016.04,19.73,70.23,6353.75,9.39
20240100000000 ,0.16,1016.09,19.89,69.36,6014.25,8.61
20240100000000 ,0.01,1016.19,19.9,69.36,5248.08,6.66
20240100000000 ,0,1016.26,19.89,70.12,4231.5,4.44
20240100000000 ,0,1016.3,19.72,71.01,3553.75,3.17
20240100000000 ,0,1016.39,19.47,71.69,2692.31,1.9
20240100000000 ,0,1016.44,19.13,72.8,2267.5,1.43
20240100000000 ,0,1016.49,18.88,74,1823.33,0.97
20240100000000 ,0.02,1016.63,18.66,75.51,1025.5,0.36
20240100000000 ,0,1016.79,18.4,76.62,607.25,0.13
20240100000000 ,0.02,1016.78,18.19,78.42,526.17,0.11
20240100000000 ,0.43,1011.63,29.48,54.51,78264.33,1387.73
20240100000000 ,0.6,1011.51,31.74,47.93,76440.5,1317.63
20240100000000 ,0.91,1011.42,30.65,47.67,77470.64,1352.22
20240100000000 ,0.82,1011.34,29.88,49.37,63069.38,871.18
20240100000000 ,0.47,1011.24,28.62,52.1,82244.04,1201.79
20240100000000 ,0.25,1011.1,30.49,49.53,105124.19,1624.08
20240100000000 ,0.28,1010.97,33.38,43.98,107403.16,1631.33
20240100000000 ,0.26,1010.87,35.25,39.68,106157.03,1643.97
20240100000000 ,0.25,1010.67,35.85,38.08,104532.66,1652.78
20240100000000 ,0.29,1010.46,36.26,37.32,104094.76,1663.6
20240100000000 ,0.43,1010.29,36.47,36,105819.58,1693.64
20240100000000 ,0.11,1010.08,37.13,35.43,106189.91,1678.13
20240100000000 ,0.4,1009.9,36.84,35.13,107952.11,1696.52
20240100000000 ,0.51,1009.78,35.95,36.39,107423.11,1707.39
20240100000000 ,0.97,1009.71,34.53,39,108954.23,1756.69
20240100000000 ,0.98,1009.66,33.42,42.15,111067.35,1787.12
20240100000000 ,0.77,1009.58,33.56,42.02,111804.25,1803.36
20240100000000 ,0.77,1009.41,34.34,41.16,92394.41,1420.59
20240100000000 ,1.12,1009.28,34.05,42.98,80627.58,1215.66
20240100000000 ,0.85,1009.15,32.59,45.57,47852.26,527.65
20240100000000 ,0.74,1008.99,31,49.21,40913.86,382.96
20240100000000 ,0.7,1008.8,30.51,50.89,50651.03,605.23
20240100000000 ,0.7,1008.59,31.21,49.83,58549.19,756.85
20240100000000 ,0.53,1008.41,30.93,50.08,36561.48,311.67
20240100000000 ,0.92,1008.3,29.76,52.44,36126.75,296.15
20240100000000 ,0.75,1008.24,29.04,54.59,34380,264.91
20240100000000 ,0.82,1008.17,28.6,56.49,32638.08,242.53
20240100000000 ,0.73,1008.07,28.56,57.19,29646.25,203.26
20240100000000 ,0.98,1008.02,27.78,59.48,26365.87,167.14
20240100000000 ,0.77,1007.95,26.93,61.95,23562.91,136.09
20240100000000 ,1.1,1007.82,27.02,62.12,27502.33,175.54
20240100000000 ,0.95,1007.8,26.45,64.73,18904.92,87.21
20240100000000 ,0.86,1007.72,26.1,65.99,20674.83,99.63
20240100000000 ,0.96,1007.74,25.83,66.3,16636.67,65.67
20240100000000 ,0.59,1007.66,25.06,68.47,12466.08,36.41
20240100000000 ,0.43,1007.62,24.57,70.23,10988.33,29.66
20240100000000 ,0.35,1007.57,24.31,71.53,10991.75,29.16
20240100000000 ,0.68,1007.6,24.19,72.12,7608.67,15.33
20240100000000 ,0.48,1007.64,23.68,73.32,6006.58,9.48
20240100000000 ,0.41,1007.75,23.41,74.8,5196,7.09
20240100000000 ,0.17,1007.77,23.09,75.52,4237.17,4.57
20240100000000 ,0.15,1007.79,22.99,75.73,3829.25,3.73
20240100000000 ,0.31,1007.78,22.91,76.12,3161.58,2.64
20240100000000 ,0.31,1007.89,22.71,76.98,1934.75,1.1
20240100000000 ,0.16,1007.99,22.42,78.31,921,0.28
20240100000000 ,1.1,1008.17,22.21,80.92,1112.5,0.39
20240100000000 ,1.3,1008.21,21.96,82.18,1264,0.51
20240100000000 ,0.3,1008.23,21.84,82.94,662.42,0.18
20240100000000 ,0.24,1011.92,20.04,100,15046.92,53.68
20240100000000 ,0.13,1012,20.32,100,10291.25,25.58
20240100000000 ,0,1012.08,20.53,100,10128.67,25.49
20240100000000 ,0,1012.24,20.97,100,14455.17,47
20240100000000 ,0.16,1012.24,21.75,100,16405.83,59.53
20240100000000 ,0.35,1012.07,21.85,94.56,14315.58,46.73
20240100000000 ,0.71,1011.96,21.85,88.51,16247.67,60.49
20240100000000 ,1.22,1011.91,21.5,82.59,11004.75,27.78
20240100000000 ,0.61,1011.83,21.13,82.65,9768.08,22.1
20240100000000 ,0.39,1011.91,20.88,83.35,5745.42,7.78
20240100000000 ,0.01,1012.01,20.58,86.48,4406.92,4.39
20240100000000 ,0.06,1012,20.35,88.37,3677.33,3.08
20240100000000 ,0.21,1011.92,20.17,87.44,4784.5,5.18
20240100000000 ,0.27,1011.81,20.16,85.77,5918.42,8.2
20240100000000 ,0.42,1011.66,20.38,84.51,6673.67,10.23
20240100000000 ,0.49,1011.63,20.56,84.27,7416.08,12.51
20240100000000 ,0.57,1011.54,20.73,83.39,7945.92,14.24
20240100000000 ,0.26,1011.44,20.79,83.22,8564.33,16.93
20240100000000 ,0.27,1011.33,21.18,81.37,11503.33,29.49
20240100000000 ,0.23,1011.1,21.55,79.97,11708.33,30.97
20240100000000 ,0.09,1010.98,21.98,78.55,11472.83,29.12
20240100000000 ,0.05,1010.88,22.2,77.8,9792.91,21.52
20240100000000 ,0.25,1010.78,21.96,76.08,7167.25,10.97
20240100000000 ,0.47,1010.66,21.24,77.13,6309.42,8.55
20240100000000 ,0.44,1010.62,20.65,79.85,5823,6.99
20240100000000 ,0.29,1010.73,20.13,86.14,6378.17,8.48
20240100000000 ,0.22,1010.77,18.99,97.72,4100.83,4.04
20240100000000 ,0.9,1010.8,17.82,100,3133.83,2.2
20240100000000 ,0.8,1010.84,17.02,100,3243.75,2.31
20240100000000 ,0.53,1010.84,16.69,100,3030.67,2.08
20240100000000 ,0.28,1010.89,16.48,100,3566.33,2.93
20240100000000 ,0.34,1010.87,16.36,100,3500.08,3
20240100000000 ,1.43,1010.84,16.33,100,4413.25,4.61
20240100000000 ,0.56,1010.88,16.4,100,3484.17,2.91
20240100000000 ,0.35,1010.91,16.38,100,3237.33,2.55
20240100000000 ,0.34,1010.98,16.59,100,3112.25,2.34
20240100000000 ,0.22,1011.07,16.82,100,3045.08,2.2
20240100000000 ,0.34,1011.17,16.97,100,2833.7,1.93
20240100000000 ,0.41,1011.19,16.87,100,1986.67,1.04
20240100000000 ,0.34,1011.3,16.7,100,2165.08,1.24
20240100000000 ,0.16,1011.43,16.72,100,2444.67,1.52
20240100000000 ,0.18,1011.48,16.71,100,1969.37,1.1
20240100000000 ,0.19,1011.58,16.65,100,1528.08,0.74
20240100000000 ,0.1,1011.68,16.5,100,1376.67,0.6
20240100000000 ,0.52,1011.86,16.33,100,1188.08,0.45
20240100000000 ,0.59,1012.01,16.3,100,1225.67,0.47
20240100000000 ,1.78,1012.14,16.25,100,824.42,0.23
20240100000000 ,1.42,1012.34,16.16,100,536.08,0.12
20240100000000 ,0.05,1014.36,22.42,65.26,32177.75,236.64
20240100000000 ,0.33,1014.37,23.31,60.7,38760.01,358.7
20240100000000 ,0.87,1014.33,23.21,57.62,45360.99,515.94
20240100000000 ,1.06,1014.28,24.54,54.07,66270.72,992.65
20240100000000 ,0.2,1014.18,26,51.43,57197.05,729.63
20240100000000 ,0.28,1014.1,27.24,47.44,57830.62,725.49
20240100000000 ,0.94,1014.04,27.46,45.01,52700.72,604.55
20240100000000 ,0.09,1013.91,26.8,46.86,44837.24,426.07
20240100000000 ,0.13,1013.76,26.63,47.18,48539.34,486.58
20240100000000 ,0.21,1013.68,26.27,47.45,52628.49,610.35
20240100000000 ,0.1,1013.58,26.33,47.66,50300.46,530.61
20240100000000 ,0.09,1013.45,26.61,47.26,85718.35,1414.56
20240100000000 ,0.05,1013.34,30.37,42.73,103889.73,1706.29
20240100000000 ,0.25,1013.14,33.51,36.06,106243.42,1702.12
20240100000000 ,0.28,1012.9,34.82,32.01,108549.03,1699.55
20240100000000 ,0.07,1012.64,35.62,30.66,99762.14,1504.64
20240100000000 ,0.31,1012.42,34.98,30.69,68044.6,959.12
20240100000000 ,0.05,1012.22,32.15,34.51,33803.6,229.23
20240100000000 ,0.13,1012.09,29.31,39.05,29432.75,183.21
20240100000000 ,0.23,1011.97,27.65,42.41,29339.92,187.03
20240100000000 ,0.08,1011.89,27.18,44.32,29045.92,182.96
20240100000000 ,0.11,1011.86,27.26,44.54,25608.17,143.79
20240100000000 ,0.04,1011.82,27.19,45.23,23698.33,124.09
20240100000000 ,0.01,1011.76,27.27,45.69,22041.33,108.25
20240100000000 ,0,1011.66,27.05,46.35,22205.25,112.35
20240100000000 ,0.11,1011.62,26.53,47.16,22957.08,120.7
20240100000000 ,0.04,1011.56,26.23,48.11,22395.08,116.18
20240100000000 ,0.05,1011.5,26.46,47.8,20914.67,101.81
20240100000000 ,0.02,1011.44,26.07,48.18,20526.75,98.74
20240100000000 ,0.01,1011.38,25.8,48.92,19832.33,93.71
20240100000000 ,0,1011.36,25.94,49.44,19269.33,90.29
20240100000000 ,0.15,1011.29,25.92,49.2,19745,95.76
20240100000000 ,0.19,1011.23,25.34,51.6,21658.25,114.19
20240100000000 ,0.08,1011.24,25.18,52.88,21408.33,111.29
20240100000000 ,0.37,1011.2,25.26,54.29,21886.75,115.9
20240100000000 ,0.2,1011.23,24.83,56.22,20571.67,101.17
20240100000000 ,0.27,1011.28,24.68,57.18,19792.92,96.55
20240100000000 ,0.15,1011.42,24.35,59.09,14531,51.15
20240100000000 ,0.09,1011.52,23.86,60.9,14095.42,48.74
20240100000000 ,0.07,1011.56,23.65,61.54,14416.92,60.93
20240100000000 ,0,1011.59,23.77,60.97,12538.33,40.53
20240100000000 ,0.07,1011.64,23.5,61.95,10455.67,29.46
20240100000000 ,0.03,1011.72,22.86,63.59,6617.83,11.24
20240100000000 ,0.01,1011.78,22.15,65.61,4658.83,5.66
20240100000000 ,0.04,1011.89,21.45,67.93,3204.67,2.86
20240100000000 ,0,1011.97,20.86,69.64,2111.08,1.33
20240100000000 ,0,1012.05,20.43,71.44,1435.5,0.68
20240100000000 ,0,1012.14,20.04,73.34,985.58,0.34
20240100000000 ,0.2,1016.62,22.98,72.83,29167,183.69
20240100000000 ,0.02,1016.63,23.89,68.65,28602.83,176.15
20240100000000 ,0.02,1016.65,24.46,66.41,23765.92,120.5
20240100000000 ,0.02,1016.68,24.82,64.07,28568,172.71
20240100000000 ,0,1016.54,25.72,63.04,29725.5,192
20240100000000 ,0,1016.44,26.64,59.8,21347.83,103.07
20240100000000 ,0,1016.43,26.33,60.22,17698.08,71.98
20240100000000 ,0,1016.37,26.1,61.02,21013.58,99.22
20240100000000 ,0,1016.29,26.52,60.46,25195.58,136.81
20240100000000 ,0.02,1016.19,26.5,58.64,18788.33,79.37
20240100000000 ,0,1016.09,25.59,61.23,16675,64.11
20240100000000 ,0,1015.94,25.29,62.78,18091.75,73.26
20240100000000 ,0,1015.78,25.49,62.68,21404.42,102.13
20240100000000 ,0,1015.69,25.86,60.41,26536,151.83
20240100000000 ,0,1015.6,26.51,58.35,27690.33,162.6
20240100000000 ,0.02,1015.46,27.02,57.01,29751.58,188.87
20240100000000 ,0,1015.32,27.99,53.97,34524.75,247.94
20240100000000 ,0.05,1015.2,29.01,50.6,34575.16,247.57
20240100000000 ,0.02,1015.12,28.78,49.49,30751.83,196.08
20240100000000 ,0.06,1015.04,28.36,50.25,26471.25,143.97
20240100000000 ,0.16,1014.93,27.5,51.3,20026.92,87.44
20240100000000 ,0.1,1014.81,25.42,56.41,10798.17,28.1
20240100000000 ,0.02,1014.69,24.16,60.42,13076.17,39.59
20240100000000 ,0,1014.56,24.3,60.74,19778.83,85.41
20240100000000 ,0.03,1014.46,24.84,58.23,18049.25,71.78
20240100000000 ,0,1014.38,24.84,58.73,16200.42,58.17
20240100000000 ,0.02,1014.28,24.91,59.01,15091.67,49.89
20240100000000 ,0.01,1014.23,24.71,59.48,13470,40.83
20240100000000 ,0,1014.2,24.68,60.4,16726.92,61.28
20240100000000 ,0,1014.1,25.17,59.76,20846,91.17
20240100000000 ,0,1014.02,25.58,58.22,20568.5,88.88
20240100000000 ,0,1013.97,25.74,57.68,16981.75,62.09
